time,latitude,longitude,depth_km,magnitude,region,tsunami_risk,energy_joules
2015-01-21 14:17:22,20.8589,-100.3621,2.0,4.2,Mexico-Central America Trench,0,125892541179.41713
2015-01-21 23:17:55,37.4908,23.7284,48.4,5.64,Mediterranean-Aegean Zone,0,18197008586099.75
2015-01-22 12:54:57,-12.617,107.4322,195.3,4.2,Indonesia-Philippines Arc,0,125892541179.41713
2015-01-23 12:12:14,39.4642,12.8005,16.2,4.3,Mediterranean-Aegean Zone,0,177827941003.89227
2015-01-24 08:26:24,15.3541,75.1874,8.4,4.77,Himalaya-Alpide Belt,0,901571137605.9534
2015-01-25 13:11:20,38.1596,88.3487,2.0,4.6,Himalaya-Alpide Belt,0,501187233627.2715
2015-01-25 19:03:42,6.8933,24.9358,15.1,4.13,East African Rift,0,98855309465.6941
2015-01-25 20:17:40,52.3753,-151.7578,13.0,4.03,Aleutian-Alaska Arc,0,69984199600.22717
2015-01-28 15:31:31,39.0288,-129.1822,11.2,4.61,California-Cascadia Fault System,0,518800038928.96094
2015-01-29 06:35:34,-3.4985,43.5711,14.5,4.7,East African Rift,0,707945784384.1403
2015-01-29 20:12:20,-23.3668,-63.5466,9.6,5.44,Andes Subduction Zone (Chile/Peru),0,9120108393559.115
2015-01-30 00:46:26,29.7744,142.6898,108.5,4.04,Japan-Kuril Subduction Zone,0,72443596007.49892
2015-01-30 01:18:40,1.0514,117.8108,106.1,4.53,Indonesia-Philippines Arc,0,393550075455.7764
2015-01-30 22:33:40,13.4325,-87.0373,14.5,4.14,Mexico-Central America Trench,0,102329299228.07495
2015-01-31 10:34:30,48.774,-137.7279,83.3,4.11,Aleutian-Alaska Arc,0,92257142715.47629
2015-01-31 23:19:50,32.4465,140.4581,11.2,4.32,Japan-Kuril Subduction Zone,0,190546071796.32523
2015-02-01 12:48:42,-34.0652,-55.5221,2.0,4.36,Andes Subduction Zone (Chile/Peru),0,218776162394.95517
2015-02-01 19:32:08,37.6936,138.99,2.0,4.37,Japan-Kuril Subduction Zone,0,226464430759.30618
2015-02-01 20:22:27,12.3936,-102.55,90.9,4.1,Mexico-Central America Trench,0,89125093813.3744
2015-02-01 21:53:20,45.3788,-125.6148,3.6,4.42,California-Cascadia Fault System,0,269153480392.6914
2015-02-02 05:23:58,-8.502,126.5014,156.7,5.81,Indonesia-Philippines Arc,0,32734069487883.863
2015-02-02 08:43:29,-35.2369,-88.851,2.0,4.92,Andes Subduction Zone (Chile/Peru),0,1513561248436.2073
2015-02-03 12:49:22,1.1188,130.3112,2.0,4.1,Indonesia-Philippines Arc,0,89125093813.3744
2015-02-04 12:27:12,44.8656,145.0219,2.0,4.41,Japan-Kuril Subduction Zone,0,260015956316.52667
2015-02-04 15:54:37,-4.736,115.4116,7.4,4.35,Indonesia-Philippines Arc,0,211348903983.66434
2015-02-05 00:22:27,14.5543,-96.8362,48.5,4.36,Mexico-Central America Trench,0,218776162394.95517
2015-02-05 06:56:50,34.1087,-123.8235,9.2,4.55,California-Cascadia Fault System,0,421696503428.5823
2015-02-05 12:57:14,40.2608,157.7363,62.5,4.62,Japan-Kuril Subduction Zone,0,537031796370.25323
2015-02-06 07:02:44,42.9105,133.2086,95.7,4.32,Japan-Kuril Subduction Zone,0,190546071796.32523
2015-02-06 21:49:37,42.4644,30.4852,24.1,4.11,Mediterranean-Aegean Zone,0,92257142715.47629
2015-02-07 18:08:44,-19.6492,-76.0446,2.0,6.24,Andes Subduction Zone (Chile/Peru),0,144543977074592.8
2015-02-08 10:08:59,60.6864,-149.2971,30.0,4.5,Aleutian-Alaska Arc,0,354813389233.57605
2015-02-08 13:14:07,-13.8434,115.8908,132.0,5.85,Indonesia-Philippines Arc,0,37583740428844.35
2015-02-08 15:47:03,21.2123,-36.805,9.8,4.37,Mid-Atlantic Ridge,0,226464430759.30618
2015-02-10 19:10:20,45.8629,66.394,37.1,4.06,Himalaya-Alpide Belt,0,77624711662.86928
2015-02-11 16:03:47,-24.3506,-86.0351,76.7,4.1,Andes Subduction Zone (Chile/Peru),0,89125093813.3744
2015-02-11 17:44:17,37.9713,32.9798,34.2,4.31,Mediterranean-Aegean Zone,0,184077200146.8958
2015-02-11 18:14:58,9.7258,103.871,151.5,4.46,Indonesia-Philippines Arc,0,309029543251.3579
2015-02-12 10:52:38,0.2377,-70.2746,3.2,4.12,Mid-Atlantic Ridge,0,95499258602.14369
2015-02-12 20:12:41,36.9696,10.3915,2.0,4.16,Mediterranean-Aegean Zone,0,109647819614.31828
2015-02-14 05:21:17,38.6065,137.7544,186.7,4.14,Japan-Kuril Subduction Zone,0,102329299228.07495
2015-02-14 10:01:49,35.0383,139.3724,27.4,4.09,Japan-Kuril Subduction Zone,0,86099375218.45981
2015-02-15 01:14:24,-3.8464,126.9066,59.8,4.23,Indonesia-Philippines Arc,0,139636836105.59363
2015-02-15 18:41:09,26.7813,84.6438,6.7,4.0,Himalaya-Alpide Belt,0,63095734448.019424
2015-02-16 02:57:39,-21.5905,-40.8307,19.2,4.17,Mid-Atlantic Ridge,0,113501081567.23143
2015-02-16 16:57:12,54.7916,-171.7057,2.0,4.11,Aleutian-Alaska Arc,0,92257142715.47629
2015-02-16 17:07:00,37.519,145.5513,75.8,4.92,Japan-Kuril Subduction Zone,0,1513561248436.2073
2015-02-17 10:17:18,-22.371,-68.1345,78.1,4.06,Andes Subduction Zone (Chile/Peru),0,77624711662.86928
2015-02-17 13:02:44,53.5764,-157.464,23.3,4.23,Aleutian-Alaska Arc,0,139636836105.59363
2015-02-17 21:01:37,-8.3235,126.0688,89.3,4.43,Indonesia-Philippines Arc,0,278612116862.97723
2015-02-18 13:04:35,55.7584,-156.7033,79.6,4.37,Aleutian-Alaska Arc,0,226464430759.30618
2015-02-19 18:06:59,2.7194,125.5899,38.6,4.18,Indonesia-Philippines Arc,0,117489755493.95303
2015-02-20 04:00:39,35.9863,142.3086,80.0,4.35,Japan-Kuril Subduction Zone,0,211348903983.66434
2015-02-20 19:51:29,-9.3159,124.8616,2.0,4.2,Indonesia-Philippines Arc,0,125892541179.41713
2015-02-21 01:54:45,11.1089,-94.3268,50.8,4.56,Mexico-Central America Trench,0,436515832240.16656
2015-02-21 04:55:07,20.044,100.0911,13.2,4.49,Himalaya-Alpide Belt,0,342767786546.45044
2015-02-21 16:17:01,-31.0746,-79.5843,78.4,5.09,Andes Subduction Zone (Chile/Peru),0,2722701308077.9043
2015-02-22 01:06:58,35.412,138.3058,35.1,4.07,Japan-Kuril Subduction Zone,0,80352612218.56194
2015-02-23 06:13:13,21.7523,-103.9929,52.1,4.2,Mexico-Central America Trench,0,125892541179.41713
2015-02-23 06:36:03,-0.6822,106.239,139.1,4.09,Indonesia-Philippines Arc,0,86099375218.45981
2015-02-23 13:28:48,-3.9122,100.5021,63.5,4.1,Indonesia-Philippines Arc,0,89125093813.3744
2015-02-24 08:12:23,0.7175,-11.0486,7.2,4.1,Mid-Atlantic Ridge,0,89125093813.3744
2015-02-24 11:10:00,-14.3475,-59.6955,132.6,4.41,Andes Subduction Zone (Chile/Peru),0,260015956316.52667
2015-02-24 13:19:14,65.9986,-165.0083,32.2,4.06,Aleutian-Alaska Arc,0,77624711662.86928
2015-02-24 14:59:59,39.1832,17.9603,16.8,4.13,Mediterranean-Aegean Zone,0,98855309465.6941
2015-02-25 18:35:42,42.6294,30.6223,6.2,4.65,Mediterranean-Aegean Zone,0,595662143529.011
2015-02-26 09:44:13,38.9417,138.6985,2.0,4.08,Japan-Kuril Subduction Zone,0,83176377110.26709
2015-02-28 15:52:06,36.9366,90.7221,2.0,4.05,Himalaya-Alpide Belt,0,74989420933.24559
2015-02-28 18:47:31,46.8771,-124.2829,18.3,4.02,California-Cascadia Fault System,0,67608297539.197914
2015-02-28 19:22:34,35.4044,-122.1577,10.3,4.71,California-Cascadia Fault System,0,732824533138.9015
2015-03-01 03:28:24,-23.8501,-69.7731,77.6,5.57,Andes Subduction Zone (Chile/Peru),0,14288939585111.066
2015-03-01 20:24:04,71.6783,-151.4973,2.0,4.03,Aleutian-Alaska Arc,0,69984199600.22717
2015-03-02 17:26:31,-25.3074,-10.3487,10.5,5.01,Mid-Atlantic Ridge,0,2065380155810.527
2015-03-03 02:19:26,1.3492,129.4588,130.8,4.33,Indonesia-Philippines Arc,0,197242273611.48535
2015-03-03 07:34:12,52.7629,-167.175,29.3,4.87,Aleutian-Alaska Arc,0,1273503081016.6628
2015-03-03 12:31:50,55.3708,-153.8827,53.6,4.61,Aleutian-Alaska Arc,0,518800038928.96094
2015-03-03 19:10:44,5.0069,-26.3007,17.2,4.65,Mid-Atlantic Ridge,0,595662143529.011
2015-03-04 10:18:52,40.4401,132.6554,92.8,4.29,Japan-Kuril Subduction Zone,0,171790838715.75858
2015-03-04 22:44:31,2.6688,131.6989,92.0,4.33,Indonesia-Philippines Arc,0,197242273611.48535
2015-03-05 08:30:05,14.8888,-103.8045,9.8,4.05,Mexico-Central America Trench,0,74989420933.24559
2015-03-05 11:34:35,35.0873,22.9178,25.9,4.21,Mediterranean-Aegean Zone,0,130316677845.22948
2015-03-06 21:35:11,-9.9146,-78.6594,105.6,4.56,Andes Subduction Zone (Chile/Peru),0,436515832240.16656
2015-03-07 18:15:54,42.5538,68.0567,56.3,4.45,Himalaya-Alpide Belt,0,298538261891.79694
2015-03-07 21:36:54,14.338,-93.2771,2.0,4.06,Mexico-Central America Trench,0,77624711662.86928
2015-03-08 05:17:53,17.6798,56.0641,14.1,5.05,Mid-Atlantic Ridge,0,2371373705661.6553
2015-03-08 18:36:12,31.7861,88.4923,18.5,4.35,Himalaya-Alpide Belt,0,211348903983.66434
2015-03-08 20:10:48,-16.285,-76.5397,87.2,4.38,Andes Subduction Zone (Chile/Peru),0,234422881531.99274
2015-03-09 06:48:06,-9.9443,98.1583,118.4,4.27,Indonesia-Philippines Arc,0,160324539069.0035
2015-03-11 14:02:37,36.2807,20.6285,21.1,5.11,Mediterranean-Aegean Zone,0,2917427014001.166
2015-03-12 04:18:52,60.6848,-145.5001,2.0,4.14,Aleutian-Alaska Arc,0,102329299228.07495
2015-03-13 06:02:08,-14.9505,-48.0802,40.7,4.38,Andes Subduction Zone (Chile/Peru),0,234422881531.99274
2015-03-14 23:43:29,38.1002,38.5307,15.7,4.1,Mediterranean-Aegean Zone,0,89125093813.3744
2015-03-15 19:29:56,-12.1374,123.7032,75.5,4.07,Indonesia-Philippines Arc,0,80352612218.56194
2015-03-16 06:25:47,22.6278,-92.7375,80.7,4.1,Mexico-Central America Trench,0,89125093813.3744
2015-03-16 17:12:33,38.5974,-119.1189,6.2,4.12,California-Cascadia Fault System,0,95499258602.14369
2015-03-17 02:50:11,-14.5733,125.6565,2.0,4.02,Indonesia-Philippines Arc,0,67608297539.197914
2015-03-18 12:17:39,7.2477,118.8251,96.7,4.46,Indonesia-Philippines Arc,0,309029543251.3579
2015-03-18 18:53:31,-10.367,30.2394,2.0,4.33,East African Rift,0,197242273611.48535
2015-03-18 20:27:14,-28.3695,-88.8705,17.2,4.85,Andes Subduction Zone (Chile/Peru),0,1188502227437.0166
2015-03-19 05:28:09,33.3629,138.92,17.6,4.71,Japan-Kuril Subduction Zone,0,732824533138.9015
2015-03-19 22:07:37,28.4454,65.8388,32.3,4.34,Himalaya-Alpide Belt,0,204173794466.95233
2015-03-19 22:56:53,-2.527,114.6334,120.7,5.13,Indonesia-Philippines Arc,0,3126079367123.962
2015-03-20 10:29:45,-12.028,-66.9241,41.3,5.31,Andes Subduction Zone (Chile/Peru),0,5821032177708.722
2015-03-21 07:59:34,17.3669,6.0291,18.4,4.43,Mid-Atlantic Ridge,0,278612116862.97723
2015-03-22 02:07:41,11.2231,-104.6478,5.4,4.81,Mexico-Central America Trench,0,1035142166679.3452
2015-03-22 07:10:16,-6.1319,120.4635,190.5,4.63,Indonesia-Philippines Arc,0,555904257270.4049
2015-03-22 13:10:12,-29.4288,-81.188,138.3,4.23,Andes Subduction Zone (Chile/Peru),0,139636836105.59363
2015-03-23 01:10:04,31.7831,83.8638,2.0,4.53,Himalaya-Alpide Belt,0,393550075455.7764
2015-03-24 05:43:53,24.369,86.6797,7.0,4.66,Himalaya-Alpide Belt,0,616595001861.481
2015-03-24 06:44:54,41.3697,35.7891,2.0,4.06,Mediterranean-Aegean Zone,0,77624711662.86928
2015-03-24 10:51:25,34.369,27.0532,21.8,5.31,Mediterranean-Aegean Zone,0,5821032177708.722
2015-03-24 16:40:12,0.5741,107.4751,187.5,4.55,Indonesia-Philippines Arc,0,421696503428.5823
2015-03-25 22:45:44,-34.0718,-54.7943,23.4,4.62,Andes Subduction Zone (Chile/Peru),0,537031796370.25323
2015-03-26 00:41:36,-18.4974,-74.9275,112.2,4.03,Andes Subduction Zone (Chile/Peru),0,69984199600.22717
2015-03-26 06:02:07,34.1298,-123.8103,10.3,4.13,California-Cascadia Fault System,0,98855309465.6941
2015-03-26 11:31:06,40.6127,145.6449,59.4,4.56,Japan-Kuril Subduction Zone,0,436515832240.16656
2015-03-29 16:40:09,63.3789,-150.4417,70.5,4.81,Aleutian-Alaska Arc,0,1035142166679.3452
2015-03-31 03:58:06,-31.4253,-61.4887,108.5,4.04,Andes Subduction Zone (Chile/Peru),0,72443596007.49892
2015-03-31 16:17:03,40.322,141.435,69.7,4.93,Japan-Kuril Subduction Zone,0,1566751070108.1501
2015-04-01 02:45:01,30.511,35.5554,13.2,5.2,Mediterranean-Aegean Zone,0,3981071705534.9854
2015-04-01 10:53:37,44.5979,-146.2809,2.0,4.08,Aleutian-Alaska Arc,0,83176377110.26709
2015-04-01 19:01:04,49.057,-155.3398,88.8,4.7,Aleutian-Alaska Arc,0,707945784384.1403
2015-04-02 12:19:04,38.9535,23.9742,20.1,4.2,Mediterranean-Aegean Zone,0,125892541179.41713
2015-04-02 13:39:12,-34.5034,-85.8517,7.7,4.75,Mid-Atlantic Ridge,0,841395141645.1964
2015-04-03 14:47:27,20.4496,-90.1411,28.8,4.85,Mexico-Central America Trench,0,1188502227437.0166
2015-04-04 10:10:11,44.0787,135.0725,16.6,4.97,Japan-Kuril Subduction Zone,0,1798870915128.7837
2015-04-05 00:06:27,45.3842,139.8093,2.0,4.41,Japan-Kuril Subduction Zone,0,260015956316.52667
2015-04-05 05:44:39,-1.9736,95.0683,40.1,5.4,Indonesia-Philippines Arc,0,7943282347242.8545
2015-04-05 08:07:00,63.3282,-150.2947,54.6,4.22,Aleutian-Alaska Arc,0,134896288259.16505
2015-04-06 19:55:04,-5.7972,-72.4287,102.3,5.07,Andes Subduction Zone (Chile/Peru),0,2540972705549.3115
2015-04-07 09:32:36,-21.0156,12.6472,11.7,7.28,Mid-Atlantic Ridge,1,5248074602497712.0
2015-04-07 22:38:50,-6.9483,101.6275,257.5,4.04,Indonesia-Philippines Arc,0,72443596007.49892
2015-04-08 00:24:21,35.4328,21.2284,27.2,4.01,Mediterranean-Aegean Zone,0,65313055264.74716
2015-04-08 05:21:33,10.7082,133.6327,329.9,4.68,Indonesia-Philippines Arc,0,660693448007.5964
2015-04-09 04:07:32,38.0608,138.3617,2.0,4.11,Japan-Kuril Subduction Zone,0,92257142715.47629
2015-04-09 08:51:57,-19.7597,0.999,8.4,4.21,Mid-Atlantic Ridge,0,130316677845.22948
2015-04-09 12:12:04,37.5418,139.2671,8.7,4.22,Japan-Kuril Subduction Zone,0,134896288259.16505
2015-04-09 23:17:06,8.82,122.0349,133.9,4.22,Indonesia-Philippines Arc,0,134896288259.16505
2015-04-10 00:49:36,-23.5162,-59.6944,87.6,4.09,Andes Subduction Zone (Chile/Peru),0,86099375218.45981
2015-04-10 09:00:26,37.8796,33.3221,8.4,5.93,Mediterranean-Aegean Zone,0,49545019080479.055
2015-04-10 20:09:21,-30.1707,-77.985,19.0,5.05,Andes Subduction Zone (Chile/Peru),0,2371373705661.6553
2015-04-12 00:42:36,51.8077,-148.9803,121.2,4.82,Aleutian-Alaska Arc,0,1071519305237.6093
2015-04-13 04:57:57,10.1675,-100.6484,80.6,5.04,Mexico-Central America Trench,0,2290867652767.77
2015-04-13 10:45:01,15.9793,78.7308,17.8,5.73,Himalaya-Alpide Belt,0,24831331052955.68
2015-04-14 01:56:08,23.0605,71.1764,28.6,4.48,Himalaya-Alpide Belt,0,331131121482.59076
2015-04-14 02:13:55,0.7798,-33.7582,10.0,4.19,Mid-Atlantic Ridge,0,121618600064.63704
2015-04-14 06:07:01,-18.4666,-45.9998,2.0,4.2,Mid-Atlantic Ridge,0,125892541179.41713
2015-04-14 09:11:11,50.7653,-152.4221,24.2,4.23,Aleutian-Alaska Arc,0,139636836105.59363
2015-04-14 10:15:04,29.7486,-115.756,15.4,4.46,California-Cascadia Fault System,0,309029543251.3579
2015-04-15 15:36:30,37.4586,85.8242,9.7,4.77,Himalaya-Alpide Belt,0,901571137605.9534
2015-04-15 22:59:23,31.7423,74.5726,40.6,4.65,Himalaya-Alpide Belt,0,595662143529.011
2015-04-16 01:41:13,-18.1359,114.5901,134.9,4.86,Indonesia-Philippines Arc,0,1230268770812.381
2015-04-16 02:26:58,57.071,-154.7997,2.0,4.05,Aleutian-Alaska Arc,0,74989420933.24559
2015-04-16 18:22:03,35.2516,69.8783,33.8,4.15,Himalaya-Alpide Belt,0,105925372517.72897
2015-04-17 12:18:43,11.5858,78.1818,13.2,4.09,Himalaya-Alpide Belt,0,86099375218.45981
2015-04-20 01:43:08,38.2062,-120.4254,8.7,4.45,California-Cascadia Fault System,0,298538261891.79694
2015-04-20 06:41:08,4.0175,112.7828,112.7,4.05,Indonesia-Philippines Arc,0,74989420933.24559
2015-04-20 11:34:05,-18.2591,-70.1152,56.6,4.26,Andes Subduction Zone (Chile/Peru),0,154881661891.24796
2015-04-22 15:04:06,-16.7765,-60.3247,28.7,4.14,Andes Subduction Zone (Chile/Peru),0,102329299228.07495
2015-04-22 20:24:48,33.992,16.6596,5.8,4.49,Mediterranean-Aegean Zone,0,342767786546.45044
2015-04-23 14:46:48,15.8634,-97.1132,14.1,4.31,Mexico-Central America Trench,0,184077200146.8958
2015-04-23 16:54:08,-1.1978,120.218,85.7,4.41,Indonesia-Philippines Arc,0,260015956316.52667
2015-04-23 22:35:42,4.4389,97.2268,6.6,4.11,Indonesia-Philippines Arc,0,92257142715.47629
2015-04-24 01:42:56,37.9292,148.039,64.3,5.07,Japan-Kuril Subduction Zone,0,2540972705549.3115
2015-04-24 03:26:20,-23.4764,-57.6397,48.3,4.02,Andes Subduction Zone (Chile/Peru),0,67608297539.197914
2015-04-24 21:22:07,9.5014,88.7739,10.4,4.43,Himalaya-Alpide Belt,0,278612116862.97723
2015-04-25 10:58:46,40.9736,21.3032,2.0,4.1,Mediterranean-Aegean Zone,0,89125093813.3744
2015-04-25 17:26:07,14.3818,-100.2073,27.6,4.1,Mexico-Central America Trench,0,89125093813.3744
2015-04-25 23:01:46,35.6707,-110.4502,18.6,4.31,California-Cascadia Fault System,0,184077200146.8958
2015-04-26 20:46:12,-6.4512,13.4154,10.1,4.14,Mid-Atlantic Ridge,0,102329299228.07495
2015-04-27 22:10:25,31.0856,75.5666,21.4,4.01,Himalaya-Alpide Belt,0,65313055264.74716
2015-04-28 07:04:35,3.7842,111.8018,104.9,4.31,Indonesia-Philippines Arc,0,184077200146.8958
2015-04-28 08:17:19,13.1187,-97.0365,50.1,4.52,Mexico-Central America Trench,0,380189396320.5597
2015-04-28 16:48:43,9.7332,121.4281,39.8,4.3,Indonesia-Philippines Arc,0,177827941003.89227
2015-04-29 12:40:22,36.751,28.293,2.0,4.07,Mediterranean-Aegean Zone,0,80352612218.56194
2015-05-01 15:26:32,39.3118,44.3177,14.0,4.47,Himalaya-Alpide Belt,0,319889510969.13904
2015-05-01 17:37:14,0.4351,118.2428,11.5,4.0,Indonesia-Philippines Arc,0,63095734448.019424
2015-05-01 19:59:44,3.5967,136.786,47.9,4.05,Indonesia-Philippines Arc,0,74989420933.24559
2015-05-02 08:56:03,36.8629,-122.7252,2.0,4.28,California-Cascadia Fault System,0,165958690743.7556
2015-05-02 12:20:42,55.3081,-169.0331,2.0,4.31,Aleutian-Alaska Arc,0,184077200146.8958
2015-05-02 21:21:33,32.682,148.59,154.5,4.7,Japan-Kuril Subduction Zone,0,707945784384.1403
2015-05-03 13:55:14,18.4814,-83.5021,45.9,5.55,Mexico-Central America Trench,0,13335214321633.24
2015-05-05 18:33:10,-16.6212,-56.8786,6.2,6.17,Andes Subduction Zone (Chile/Peru),0,113501081567231.44
2015-05-05 20:01:21,30.5929,23.2688,9.4,4.51,Mediterranean-Aegean Zone,0,367282300498.0842
2015-05-06 07:26:35,20.9386,-104.3447,28.7,4.56,Mexico-Central America Trench,0,436515832240.16656
2015-05-07 11:57:25,-20.0987,-92.9598,9.5,4.04,Mid-Atlantic Ridge,0,72443596007.49892
2015-05-07 15:24:43,37.4676,135.657,2.0,4.94,Japan-Kuril Subduction Zone,0,1621810097358.933
2015-05-08 00:54:28,-23.2446,-172.0597,2.0,4.1,New Zealand-Tonga Arc,0,89125093813.3744
2015-05-08 06:00:42,-20.2768,-76.5175,35.6,4.29,Andes Subduction Zone (Chile/Peru),0,171790838715.75858
2015-05-08 15:10:28,-14.6635,-76.9812,2.0,4.53,Andes Subduction Zone (Chile/Peru),0,393550075455.7764
2015-05-08 16:17:06,28.2221,91.2573,56.5,4.24,Himalaya-Alpide Belt,0,144543977074.5928
2015-05-10 12:46:57,38.2418,48.8226,61.6,4.66,Himalaya-Alpide Belt,0,616595001861.481
2015-05-10 18:48:42,15.8755,-95.8389,2.0,4.74,Mexico-Central America Trench,0,812830516164.0995
2015-05-12 07:13:49,29.2997,65.786,14.6,4.12,Himalaya-Alpide Belt,0,95499258602.14369
2015-05-12 13:47:44,57.9547,-156.1037,2.0,4.92,Aleutian-Alaska Arc,0,1513561248436.2073
2015-05-12 16:38:08,25.1735,139.943,75.5,4.4,Japan-Kuril Subduction Zone,0,251188643150.95822
2015-05-13 06:02:43,-6.1369,101.1067,2.0,4.31,Indonesia-Philippines Arc,0,184077200146.8958
2015-05-13 23:32:19,31.0847,100.5907,28.5,4.54,Himalaya-Alpide Belt,0,407380277804.1122
2015-05-14 10:51:02,40.4392,134.9975,112.9,4.16,Japan-Kuril Subduction Zone,0,109647819614.31828
2015-05-14 11:39:05,42.8874,147.8227,136.5,4.6,Japan-Kuril Subduction Zone,0,501187233627.2715
2015-05-14 14:39:58,2.8465,115.7382,53.7,4.1,Indonesia-Philippines Arc,0,89125093813.3744
2015-05-15 10:08:03,38.4185,152.2341,125.1,4.28,Japan-Kuril Subduction Zone,0,165958690743.7556
